is_summer,is_weekend,is_holiday,busy_time_of_day,north_or_southbound,temperature,chance_of_rain,passengers_per_hour
0.0,0.0,0.0,1.0,0.0,53.49151216055785,0.33329144480674894,53.0
0.0,0.0,0.0,0.0,1.0,64.15150937522837,0.03170426862530917,14.0
0.0,1.0,0.0,1.0,0.0,78.2756909688805,0.31821311749141473,93.0
0.0,0.0,0.0,2.0,1.0,61.54793556926162,0.3882175478188308,128.0
0.0,0.0,0.0,2.0,0.0,67.95949978459932,0.05254289113334396,108.0
0.0,0.0,0.0,1.0,0.0,58.95232648123619,0.23392141738309652,66.0
1.0,0.0,0.0,1.0,1.0,82.61875908288772,0.08370109231892205,71.0
1.0,0.0,0.0,2.0,0.0,86.62994386842652,0.028683742183557664,115.0
0.0,0.0,0.0,2.0,0.0,68.1261698193586,0.3521793248167544,109.0
0.0,1.0,0.0,0.0,1.0,62.77380048338375,0.109616243670501,47.0
0.0,0.0,0.0,1.0,0.0,63.55479786379134,0.04810742464736271,48.0
0.0,0.0,0.0,0.0,1.0,59.249438663936324,0.0631433900286156,22.0
0.0,1.0,0.0,0.0,1.0,64.36407825553808,0.4573225966015583,48.0
1.0,0.0,0.0,2.0,0.0,89.29511647788345,0.040619267628019325,135.0
0.0,0.0,0.0,1.0,1.0,54.754360809501875,0.33228122472226485,36.0
0.0,0.0,0.0,2.0,1.0,68.70452263387732,0.3794373184956656,94.0
0.0,0.0,0.0,0.0,1.0,63.320802442276964,0.6151010521978935,8.0
1.0,0.0,0.0,1.0,0.0,80.33644688698644,0.22330875158105554,76.0
1.0,1.0,1.0,2.0,1.0,92.68593231820836,0.18086884190720157,169.0
0.0,0.0,0.0,0.0,1.0,67.49504500727595,0.0074933337477608875,19.0
1.0,0.0,0.0,0.0,1.0,85.88543266529804,0.10910733567693448,51.0
0.0,0.0,0.0,1.0,0.0,68.21160503117993,0.09849809605535617,39.0
0.0,0.0,0.0,1.0,1.0,57.526101013783475,0.323808377256517,45.0
0.0,0.0,0.0,2.0,0.0,59.221545011772925,0.23209785977426617,85.0
0.0,0.0,0.0,0.0,1.0,65.87868662486213,0.2148802050340036,47.0
0.0,0.0,1.0,1.0,0.0,64.06700190943045,0.10231963146450644,65.0
0.0,0.0,0.0,1.0,0.0,62.08839330880222,0.03328640298376211,61.0
0.0,1.0,0.0,1.0,0.0,73.91715718417916,0.09740743487069661,88.0
0.0,1.0,0.0,2.0,1.0,73.7132496342971,0.162824684571851,121.0
0.0,1.0,0.0,1.0,1.0,52.0230204905955,0.32294079388063407,62.0
0.0,0.0,0.0,0.0,1.0,52.06860916569795,0.5099856657675373,21.0
0.0,0.0,0.0,1.0,1.0,74.80696366286713,0.181933082695857,49.0
0.0,0.0,0.0,2.0,0.0,65.33314047710482,0.13857616539666862,106.0
0.0,0.0,0.0,1.0,0.0,88.39337688964196,0.15354280399255488,54.0
0.0,0.0,0.0,0.0,1.0,76.42834788344841,0.051991545883663726,33.0
0.0,0.0,0.0,1.0,0.0,59.32676281317446,0.1545242098291294,59.0
0.0,0.0,0.0,1.0,1.0,68.92816971056716,0.029571578963499236,68.0
1.0,0.0,0.0,2.0,0.0,81.81662007308887,0.007483462580383296,135.0
1.0,0.0,0.0,1.0,1.0,95.91753061339367,0.030514681862231302,73.0
1.0,1.0,0.0,1.0,1.0,83.48181995786457,0.07257065054694029,97.0
1.0,1.0,0.0,1.0,0.0,86.93443732155365,0.1064524017724381,99.0
0.0,0.0,0.0,0.0,1.0,60.02941363190309,0.17699257246006173,37.0
0.0,0.0,0.0,1.0,0.0,72.45570838990255,0.00797942769771268,86.0
1.0,1.0,0.0,1.0,0.0,95.62776139749496,0.07221113736484107,105.0
0.0,0.0,0.0,2.0,1.0,58.922937589416236,0.261160183178845,99.0
0.0,1.0,0.0,0.0,1.0,58.69558451059021,0.14568785475114582,45.0
0.0,0.0,1.0,2.0,0.0,63.81433275251637,0.40992190837033027,116.0
0.0,0.0,0.0,1.0,0.0,53.80205465854559,0.2210484044649647,74.0
0.0,0.0,0.0,1.0,0.0,67.19831393739115,0.08096508007084058,78.0
0.0,1.0,0.0,2.0,0.0,72.12704847090903,0.25273202663220007,107.0
0.0,0.0,0.0,0.0,1.0,74.16156604542728,0.24126296214432216,43.0
0.0,0.0,0.0,1.0,0.0,80.00443933342436,0.09888391368157128,73.0
0.0,1.0,0.0,1.0,1.0,75.33199200721126,0.4289162304400367,78.0
0.0,0.0,0.0,1.0,0.0,65.16148014299553,0.08129253601489854,76.0
0.0,0.0,0.0,1.0,0.0,65.48202163579434,0.2639520694207432,43.0
0.0,0.0,0.0,1.0,0.0,79.30801000063178,0.04522831412396731,60.0
0.0,0.0,0.0,1.0,1.0,61.66771487389311,0.3398215779406645,55.0
0.0,0.0,0.0,1.0,1.0,69.76762710272466,0.06689088324226002,21.0
1.0,0.0,0.0,0.0,1.0,92.40534729212246,0.034145130494742534,32.0
0.0,1.0,0.0,2.0,1.0,57.34418654837442,0.39368967979644226,122.0
0.0,1.0,0.0,1.0,0.0,60.03579850203992,0.043072541348481395,75.0
0.0,0.0,0.0,1.0,0.0,66.64168394071174,0.09861189628927577,84.0
1.0,0.0,0.0,2.0,1.0,78.12271268914598,0.05512958074325944,101.0
0.0,0.0,0.0,1.0,1.0,63.626141674918365,0.29376869619389906,51.0
0.0,1.0,0.0,1.0,0.0,67.27613445678153,0.007542185580773387,74.0
0.0,1.0,0.0,0.0,1.0,74.46378127663509,0.01737012867938546,40.0
0.0,1.0,0.0,1.0,0.0,66.59263023804084,0.09881234607503504,85.0
0.0,1.0,0.0,1.0,1.0,69.50939520034487,0.1325413766814114,89.0
0.0,0.0,0.0,1.0,0.0,64.83431021962542,0.06768324344332308,57.0
0.0,0.0,0.0,1.0,1.0,57.06040300537403,0.3790374608255349,59.0
1.0,0.0,0.0,0.0,1.0,89.18145548921309,0.003331697494240676,40.0
0.0,0.0,0.0,2.0,1.0,69.18447547539505,0.13285204839106907,100.0
0.0,0.0,0.0,0.0,1.0,64.09191261518215,0.06971457896041576,14.0
0.0,0.0,0.0,1.0,0.0,74.1582112053463,0.062395076680601014,94.0
0.0,0.0,0.0,1.0,0.0,72.7504596667478,0.0325959867998443,58.0
1.0,0.0,0.0,1.0,0.0,81.25072623218381,0.0526828995076724,67.0
0.0,0.0,0.0,0.0,1.0,66.21987055234189,0.24109086160939083,11.0
0.0,0.0,0.0,1.0,0.0,70.1451125213007,0.15956110554834718,59.0
0.0,0.0,0.0,1.0,1.0,57.01945610209636,0.19485176383460642,70.0
0.0,0.0,1.0,1.0,0.0,60.6390189226711,0.2870639135513533,99.0
0.0,0.0,0.0,1.0,1.0,66.46158150456841,0.060733197758805924,47.0
0.0,0.0,0.0,1.0,0.0,59.42547847663071,0.38622837584009256,35.0
0.0,1.0,0.0,1.0,0.0,57.757818353963806,0.4675148427204431,78.0
0.0,1.0,0.0,2.0,1.0,56.36638932846455,0.052343169073427266,105.0
0.0,1.0,0.0,1.0,0.0,68.76039471143925,0.2648278988123904,78.0
0.0,0.0,0.0,0.0,1.0,65.59150304436169,0.049091802498821197,32.0
0.0,0.0,0.0,1.0,0.0,63.31548011813313,0.306289754092117,57.0
0.0,1.0,0.0,1.0,0.0,62.65769916248448,0.12477727473596732,81.0
1.0,0.0,0.0,1.0,1.0,85.2118442004948,0.07270142898521757,91.0
0.0,0.0,0.0,1.0,1.0,75.77887062646698,0.04260355065604648,70.0
0.0,0.0,0.0,2.0,0.0,63.896271340719714,0.2718743590504967,93.0
0.0,0.0,0.0,1.0,0.0,75.1850480049266,0.052354076233960566,70.0
0.0,0.0,0.0,1.0,0.0,54.76198427024806,0.6622141905689762,71.0
0.0,0.0,0.0,1.0,0.0,66.92145358763221,0.19007284064162744,41.0
0.0,0.0,0.0,0.0,1.0,72.0893781633108,0.04584061340740205,29.0
0.0,0.0,0.0,0.0,1.0,53.80260022620043,0.3308222628657692,23.0
0.0,0.0,0.0,2.0,0.0,56.46584765204564,0.0613045578124363,108.0
1.0,0.0,0.0,1.0,0.0,99.71439243443605,0.04626793005754123,76.0
0.0,1.0,0.0,0.0,1.0,61.26503960277477,0.34284379048615377,50.0
0.0,0.0,0.0,2.0,1.0,67.13697939454718,0.1648206879499596,98.0
0.0,0.0,0.0,1.0,0.0,70.43514418259029,0.03991260180858524,83.0
0.0,0.0,0.0,0.0,1.0,77.86291306115865,0.01723227539833382,47.0
0.0,1.0,0.0,0.0,1.0,53.14332088052604,0.3506379976466451,48.0
0.0,0.0,0.0,1.0,0.0,59.89274158448541,0.05448932378911055,56.0
0.0,1.0,0.0,1.0,0.0,64.15760819128731,0.019325721702243476,88.0
0.0,0.0,0.0,1.0,0.0,58.30418529611485,0.16736233327553596,26.0
1.0,0.0,0.0,2.0,1.0,89.1318623703012,0.10516328756058385,105.0
0.0,0.0,0.0,0.0,1.0,51.564727517475724,0.5465114702130278,24.0
0.0,1.0,0.0,1.0,1.0,58.76995853856472,0.2560792636541586,90.0
0.0,1.0,0.0,2.0,0.0,65.9610097038709,0.0069174493291523035,152.0
1.0,0.0,0.0,0.0,1.0,79.1873850638307,0.05911127836031011,60.0
1.0,1.0,0.0,1.0,1.0,86.27130715233046,0.022439687644988177,110.0
0.0,0.0,1.0,0.0,1.0,61.28408662192582,0.17739328737538101,75.0
0.0,0.0,1.0,1.0,0.0,54.98682478850022,0.3935669687020205,73.0
0.0,1.0,0.0,1.0,1.0,75.03967146931987,0.04302162747443846,106.0
0.0,0.0,0.0,0.0,1.0,56.345844275230945,0.677633238251236,41.0
0.0,0.0,0.0,1.0,1.0,48.15351231831711,0.5095419976415699,59.0
0.0,1.0,0.0,0.0,1.0,51.16832174058214,0.3856139284276297,35.0
0.0,0.0,0.0,2.0,0.0,59.88832216212405,0.16080462111179816,88.0
0.0,0.0,0.0,1.0,0.0,73.94502271605506,0.0405537426231761,69.0
0.0,0.0,0.0,2.0,1.0,70.35311734652583,0.043020097068643466,107.0
0.0,1.0,0.0,0.0,1.0,75.99439910955985,0.08810923211937369,47.0
1.0,0.0,0.0,1.0,0.0,86.99596792589301,0.08492337869671,87.0
0.0,0.0,0.0,1.0,0.0,76.77335843100906,0.07571269436896698,50.0
0.0,1.0,0.0,1.0,1.0,53.90456297646551,0.16891276558447738,60.0
0.0,0.0,0.0,2.0,0.0,64.42133896980683,0.12295504100298141,98.0
0.0,0.0,0.0,1.0,0.0,59.97848864804582,0.02176657522718407,84.0
1.0,1.0,0.0,0.0,1.0,88.50444460845173,0.13145369965257256,79.0
0.0,1.0,0.0,1.0,0.0,69.4731591819212,0.02699368030541888,100.0
1.0,0.0,0.0,2.0,0.0,86.11566180406724,0.11144554564507204,96.0
0.0,0.0,0.0,2.0,1.0,56.0027328441054,0.45733554268226934,77.0
0.0,0.0,0.0,1.0,0.0,61.666438271216954,0.24863882897471756,65.0
0.0,1.0,0.0,2.0,1.0,62.84121820143979,0.32956493215698623,115.0
0.0,1.0,0.0,2.0,0.0,62.605448216634365,0.019251448436800933,113.0
0.0,1.0,0.0,1.0,0.0,53.15113033988402,0.4417913740232138,52.0
0.0,0.0,0.0,1.0,1.0,73.89195121221998,0.18903192308537756,51.0
1.0,0.0,0.0,2.0,0.0,95.2517978710571,0.06735262087217705,137.0
0.0,0.0,0.0,1.0,0.0,61.380762204994696,0.08717429347636436,68.0
0.0,0.0,0.0,1.0,0.0,73.82711253692686,0.1412014926378033,69.0
1.0,0.0,0.0,0.0,1.0,74.05046235736214,0.004618521710396297,70.0
0.0,0.0,0.0,1.0,1.0,68.08494974142627,0.08011209254654283,75.0
0.0,0.0,0.0,1.0,0.0,63.888875344966785,0.2944243169084481,48.0
1.0,0.0,0.0,2.0,1.0,87.6215632180423,0.004340913410797231,113.0
0.0,0.0,0.0,0.0,1.0,60.68611931998057,0.20770472928387412,14.0
0.0,0.0,0.0,1.0,0.0,55.5560343729021,0.32222518151291474,62.0
0.0,0.0,0.0,1.0,0.0,61.03265562990576,0.3509470343003278,59.0
0.0,0.0,0.0,1.0,0.0,59.7268474685424,0.11684055983185185,30.0
0.0,1.0,0.0,2.0,1.0,59.88019696145666,0.08062701379008866,121.0
